,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
90,2019-12-30 07:53:28,213161869125933,fraud_Cummerata-Jones,gas_transport,93.47,Monica,Lane,F,3270 Scott Islands,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,1970-04-17,6bb1ddcd13aaa69d35a218234e2379df,1356854008,44.350851,-69.934014,0
91,2020-01-17 02:37:34,6011999606625827,"fraud_Stroman, Hudson and Erdman",gas_transport,9.05,Ronald,Carson,M,870 Rocha Drive,Harrington Park,NJ,7640,40.9918,-73.98,4664,"Radiographer, diagnostic",1965-06-30,d75334ed1f26255af1930b73180ccadc,1358390254,40.172777,-74.672814,1
92,2020-03-16 01:30:14,5289285402893489,"fraud_Wintheiser, Dietrich and Schimmel",misc_pos,816.56,Amanda,Adams,F,08580 Jeremy Falls,Bay City,OR,97107,45.5197,-123.8761,1530,Colour technologist,1986-11-24,27d12929b882f2a962e3de86e151d2be,1363397414,44.921484,-122.961069,1
93,2019-11-02 00:45:24,4598025465633,"fraud_Christiansen, Goyette and Schamberger",gas_transport,9.84,Christopher,Contreras,M,728 Randolph Causeway Suite 894,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Lawyer,1970-03-16,3ab8077470e168724be1c7b580531004,1351817124,40.641456,-80.701132,1
94,2019-08-17 23:29:59,4294930380592,fraud_Fisher-Schowalter,shopping_net,1025.63,Misty,Rivera,F,1980 Vasquez Manors Apt. 574,Catawba,VA,24070,37.3696,-80.1284,1363,Equality and diversity officer,1940-08-23,5405291624d0586d91f997ba69f606e7,1345246199,37.875435,-80.495411,1
95,2019-12-23 21:23:13,6517779374888867,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,1050.27,Jeremy,Nunez,M,787 Allen Mount,Roland,AR,72135,34.8829,-92.5192,2623,Homeopath,1966-07-25,227a8b0acbaa631cae9ac3fdce88049d,1356297793,35.433871999999994,-92.759896,1
96,2019-01-13 07:26:22,581686439828,fraud_Koepp-Witting,grocery_pos,308.84,Larry,House,M,911 Sabrina Trafficway,Cochranton,PA,16314,41.5205,-80.0573,5507,Retail merchandiser,1973-07-28,4b0bb07d70781956a70549795582c9e6,1326439582,42.194299,-80.572425,1
97,2019-07-07 13:19:28,30175986190993,fraud_Connelly-Carter,home,47.24,Rebecca,Butler,F,0665 Lisa Alley,Winger,MN,56592,47.5375,-95.9941,516,Applications developer,1966-06-07,348d612bc7fb54ff28874ae7272a81c6,1341667168,48.403372,-96.657786,0
98,2019-07-13 23:41:41,501894933032,fraud_Mayert Group,shopping_pos,1031.8,Angelica,Lopez,F,9599 Washington Field Suite 238,New York City,NY,10018,40.7547,-73.9925,1577385,Dancer,1949-02-15,cf42e2df4d371405c889947d3f71eec3,1342222901,39.878139,-74.15361800000001,1
99,2019-01-20 22:45:51,340951438290556,"fraud_Witting, Beer and Ernser",home,275.71,Maria,Garcia,F,865 Thomas Village,Orangeburg,NY,10962,41.0442,-73.9609,5950,Records manager,1971-07-02,6d85e286aeb0bfd2a569f552db2e76bc,1327099551,41.36496,-73.619872,1
100,2019-12-14 16:44:02,630471368021,"fraud_Roob, Conn and Tremblay",shopping_pos,900.08,George,Floyd,M,22502 Baker Mount Suite 241,Hazel,KY,42049,36.5422,-88.3319,1480,"Designer, interior/spatial",1974-09-14,85dc2b3beb51757cbe2f3d0494309f30,1355503442,36.05526,-87.863354,1
